dry__bulk_density,prediction
153.0,-0.12169980257749557
154.0,-0.12169980257749557
155.0,-0.12169980257749557
156.0,-0.12169980257749557
157.0,-0.12169980257749557
158.0,-0.12351889908313751
159.0,-0.12351889908313751
160.0,-0.12351889908313751
161.0,-0.1233016699552536
162.0,-0.12827502191066742
163.0,-0.12921388447284698
164.0,-0.12951134145259857
165.0,-0.12501153349876404
166.0,-0.12501153349876404
